major_protein_id,Gene names,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
Q9UK61,FAM208A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.307863700951904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6S8J3,POTEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.918832826378553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78563,ADARB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.575141176638666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M0QXA7,WIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622984233291063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P38936,CDKN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.618547540297081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NDB2,BANK1,3.822836976366178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q01105-2,SET;SETSIP,4.539029377164576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P23497,SP100,4.326784568054921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P11912,CD79A,4.324242506113761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05204,HMGN2,4.3378275089446365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43304,SEC14L5,4.685249688099431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05121,SERPINE1,4.599833758811266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9H425,C1orf198,0.0,4.4210293833265615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IXW5,RPAP2,0.0,4.679885268135544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P49006,MARCKSL1,0.0,2.521583644463215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P80188,LCN2,0.0,4.430599333424557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5M7Z0,RNFT1,0.0,0.0,0.0,0.0,2.618395122533752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q12841,FSTL1,0.0,0.0,0.0,0.0,3.9030628701861407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P29965,CD40LG;TNFSF5,0.0,0.0,0.0,0.0,4.602867042731934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q01813,PFKP,0.0,0.0,0.0,0.0,2.2556412088841853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13231,CHIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5979356093628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6ZNW5,GDPGP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9847240863161786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q16566,CAMK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.030147973735154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q12873,CHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4984258738335954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q01082,SPTBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5005213552043886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P78332,RBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2135125339801216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07305,H1F0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.212543380638588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G8JLA2,PDE6H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69041575982343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O60551,NMT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9981356985605245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UHC7,MKRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.088989467946328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96DA2,RAB39B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9966221459805467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8TAQ2,SMARCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0357932617790127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14392,LRRC32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06911469763868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P48163,ME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.780267533816668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P27487,DPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4727846994904112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O60927,PPP1R11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9025085288109698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75683,SURF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9790828134579295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P55103,INHBC,0.0,0.0,0.0,0.0,0.0,0.0,2.3660459607562094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A7E2V4,ZSWIM8,0.0,0.0,0.0,0.0,0.0,0.0,4.50049641029844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05089,ARG1,0.0,0.0,0.0,0.0,0.0,0.0,2.1207078466296063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y2A7,NCKAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.381889605537105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9P1W8,SIRPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.609552295905141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13595,TRA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3830019424603694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P25398,RPS12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0769321573410555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I3L0A0,UBE2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1543662881700687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O95400,CD2BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31833840731642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BXD5,NPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2755445940664307,3.934848805634953,0.0,0.0
Q92820,GGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.549986336715715,2.7483750460953535,0.0,0.0
Q07108,CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0426916060984666,2.435867995393154,0.0,0.0
P52790,HK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.495845788582159,3.770006054583511,0.0,0.0
P50225,SULT1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5928958589464144,2.6055315981377873,0.0,0.0
P48595,SERPINB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8251854545460686,2.2054511393171214,0.0,0.0
P41218,MNDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1973702186254576,3.790182550088231,0.0,0.0
P23381,WARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3559289268683585,3.8124215737160925,0.0,0.0
P23141,CES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.881397328941811,2.9538717760452147,0.0,0.0
P10620,MGST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4604119664951827,2.6303833474361986,0.0,0.0
P08514,ITGA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7468978314874932,2.084696632858288,0.0,0.0
P06702,S100A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8261499229603015,2.3959050162789817,0.0,0.0
P05109,S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8657027898493768,2.207610690030201,0.0,0.0
P00352,ALDH1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.774175208080785,2.3628989827981415,0.0,0.0
O00602,FCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6401499577071927,3.594207880042524,0.0,0.0
Q13201,MMRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6898425424990684,2.246219115702964,0.0,0.0
Q8IX19,MCEMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1087512612340618,0.0,3.81587962849038,0.0,0.0,0.0,0.0
Q8WWI5,SLC44A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18180955603177,0.0,0.0,2.7321658279924237,0.0
P02458,COL2A1,0.0,0.0,3.3282120731990648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.221288350031429,0.0,0.0,0.0,0.0
O14734,ACOT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.329414080811646,0.0,0.0,0.0,0.0,0.0,0.0,2.974923159429015,0.0,0.0,0.0,0.0,0.0,0.0
Q16610,ECM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.220633497754601,2.6189087899948125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43704,SULT1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0574435244845826,2.213257749687795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04234,CD3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.447719857818532,1.4649822221367532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P14151,SELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4707570290992336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7662329882877064,0.0
Q03591,CFHR1,0.0,0.0,0.0,0.0,0.0,3.067377190182834,0.0,0.0,0.0,0.0,2.8377180628515104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P48061,CXCL12,0.0,0.0,0.0,0.0,0.0,2.208723901962234,0.0,0.0,0.0,0.0,3.81824309616059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P19823,ITIH2,0.0,0.0,0.0,0.0,0.0,2.3380464828993066,0.0,0.0,0.0,0.0,2.2884734585945075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P13671,C6,0.0,0.0,0.0,0.0,0.0,2.1174374616126665,0.0,0.0,0.0,0.0,2.8142182535322755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08603,CFH,0.0,0.0,0.0,0.0,0.0,2.238032956711972,0.0,0.0,0.0,0.0,2.725407304798232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04196,HRG,0.0,0.0,0.0,0.0,0.0,2.3093496243147578,0.0,0.0,0.0,0.0,2.1399572785332364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04003,C4BPA,0.0,0.0,0.0,0.0,0.0,2.2081439296191503,0.0,0.0,0.0,0.0,2.1162000278187545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P02765,AHSG,0.0,0.0,0.0,0.0,0.0,2.4888917542970392,0.0,0.0,0.0,0.0,2.6498630094402773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P02649,APOE,0.0,0.0,0.0,0.0,0.0,2.3271106895158655,0.0,0.0,0.0,0.0,2.242135608988387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01011,SERPINA3,0.0,0.0,0.0,0.0,0.0,2.0781476300754096,0.0,0.0,0.0,0.0,2.8612111555782485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4E1Z4,CFB,0.0,0.0,0.0,0.0,0.0,2.325778670250357,0.0,0.0,0.0,0.0,2.4900837675931538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00734,F2,0.0,0.0,0.0,0.0,0.0,2.4768444923467574,0.0,0.0,0.0,0.0,2.1752422024384273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P27169,PON1,0.0,0.0,0.0,0.0,0.0,2.0685563473052047,0.0,2.120534638645785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P41219,PRPH,0.0,0.0,0.0,0.0,0.0,2.1803544916196196,0.0,0.0,2.70903768841559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E7ES19,THBS4,0.0,2.804760871799111,3.515753208594507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P35580,MYH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2409271379868487,0.0,0.0,0.0,0.0,2.7736883699588275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O95936-4,EOMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7237082214995483,0.0,0.0,0.0,0.0,0.0,0.0,2.902630869014387,0.0
P49796,RGS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3089932945956564,3.53293635549681
P28907,CD38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8258628533970724,3.1617956953547126
Q9UL17,TBX21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.097742180355268,3.528408714603155
P35908,KRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4005372758310832,2.2780715621285967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P36222,CHI3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78168896448712,2.7779250117877474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NI60,ADCK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1758428463328863,0.0,0.0,2.2511448554355904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86YV5,SGK223,0.0,2.098796528865832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0139766573195845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P21266,GSTM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.427452630477567,0.0,0.0,0.0,2.2750752774885132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13813,SPTAN1,0.0,0.0,0.0,1.5426448262393901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569612725026001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q32NC0,C18orf21,2.9306151939032916,3.1795622044852845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q02548,PAX5,3.6399129334405624,2.7855197766883664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P40259,CD79B,4.0022790454305746,2.2141927844454594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20273,CD22,3.7772816559416675,2.585388031856794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0A0MS09,IGHD,3.5580807225661784,2.8328140034835254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P11049,CD37,3.605840580710275,2.6758667969222962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6ZU80,CEP128,0.0,0.0,0.0,3.159256780645724,0.0,0.0,0.0,0.0,0.0,2.7095658928697666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96E93,KLRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2608662022025863,2.757199898168495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01732,CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.980646456254281,0.0,2.267606268117355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P13501,CCL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0736040208581175,0.0,3.275482431775553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O95817,BAG3,0.0,0.0,0.0,2.013259013876071,0.0,0.0,0.0,0.0,2.5067127523484363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P32856,STX2,0.0,0.0,0.0,0.0,2.3129265697982118,0.0,0.0,3.111090903053953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14841,OPLAH,0.0,0.0,0.0,3.1750322017516948,2.9332538286610155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96IU2,ZBED3,0.0,0.0,0.0,2.059264127559589,0.0,0.0,0.0,2.9913771251289285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15628,TRADD,0.0,0.0,0.0,2.2294688532424467,0.0,0.0,0.0,2.250195308283371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P26022,PTX3,0.0,0.0,0.0,2.811546483962258,0.0,0.0,0.0,2.8191195198879524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15057,ACAP2,0.0,0.0,0.0,3.078798468461769,0.0,0.0,0.0,2.2085030887243864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96RQ9,IL4I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4765802438747926,0.0,0.0,0.0,0.0,0.0,2.565113124905735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05186,ALPL,2.901328266985319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.034087099662992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WXI8,CLEC4D,2.5862655821835503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56313803669768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75791,GRAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.356669350493104,0.0,0.0,0.0,1.3522121927233846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q13825,AUH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9842630835565391,1.4605057580174066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P54098,POLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678231797627757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2175282758786623
Q9Y6X5,ENPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064757696381194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.928975820904569
P54802,NAGLU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58166945650016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3647324052308147
P51124,GZMM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.234297029928199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4185457382213227
P14222,PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2011126945886637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.864944655985589
