#1.2,,,,,,,,,,,,,,,,,,,,,,,,
4952,23,,,,,,,,,,,,,,,,,,,,,,,
Name,Description,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
O43752,na,53817500,30010500,0,101368000,127680000,43097500,21152000,144510000,114478500,181175000,138325000,128130000,57020000,82333000,155835000,115395000,292215000,323255000,96212000,295240000,288780000,181345000,217995000
P08134,na,105440500,14970000,0,22598000,138740000,184170000,16013000,45126500,626200,136620000,34065500,0,154395000,244005000,683305000,0,509445000,421195000,1646400,395605000,2000400000,842135000,1029050000
Q5T5Y3,na,13178000,5051020,0,102356000,37934000,16131650,19585000,85750500,60867000,118131500,99140500,109701500,17227000,30105000,42875000,20971500,87411500,46268500,12021250,246370000,66939500,46583500,16865500
Q9NXC5,na,1245900000,580460000,569400,820500000,677430000,191150000,420095000,996835000,863090000,891880000,968025000,1400200000,1301820000,595880000,627510000,1436800000,399025000,1582150000,237750000,866400000,716280000,709490000,308355000
Q9ULI0,na,95290500,41225000,49841500,133450000,54348000,4967650,37279500,123426500,92583500,82331500,60158500,27287500,129955500,74821000,104041000,52403500,515130000,895145000,213960000,501880000,639030000,361035000,212230000
P50583,na,139217500,49020500,16212300,614425000,547205000,65489000,40223500,525190000,550630000,509690000,244395000,196310000,357275000,260440000,217100000,288200000,482280000,452195000,117515000,371680000,275790000,226895000,212790000
Q96IU2,na,0,0,0,169995000,100039000,0,0,230880000,138590000,0,0,82362500,0,0,0,0,0,0,94294000,0,0,0,0
Q9Y2W1,na,5735500000,3705550000,410635000,5566350000,5372950000,2281000000,2772450000,6220400000,6407850000,9208400000,6089700000,4971550000,8159700000,4906200000,4988450000,4528350000,5813600000,7142950000,1469250000,4619650000,6297150000,7723800000,5854500000
Q9Y2R4,na,277205000,149800000,30655300,651470000,590835000,80705500,105403500,771440000,429940000,673700000,4162410000,660165000,676715000,361990000,376365000,744115000,5498730000,240885000,7810800,89272000,666140000,701340000,179360000
O00221,na,273345000,185060000,6624350,104695000,110015000,16118900,25534500,86281000,132207500,78536500,41120000,78202500,89648000,58999500,57894500,72451500,713095000,756370000,75959000,105487500,159010000,66365500,30423500
F8W1H0,na,81534500,28066500,0,0,0,22029000,50627500,2487350,7659000,13628500,13839000,2548450,20534550,3255850,10920900,913300,55621000,73632000,0,18492500,10905800,23134000,4889300
Q6P3S6,na,12118150,939750,5702500,0,0,14830500,4678450,0,0,0,9922500,0,12264500,5964500,5376500,6524250,0,24513000,538700,12067000,0,2365850,0
Q8IYS2,na,102333000,43399500,16168000,163330000,270870000,101110000,50370000,187995000,133527000,331210000,65461000,186105000,170240000,246460000,212175000,74807500,192745000,435700000,156605000,244875000,511815000,113885000,208695000
Q969V3,na,560925000,170755000,43912500,813825000,822085000,257200000,237250000,850825000,671525000,1049995000,735630000,502580000,959715000,715135000,1038220000,563915000,1319295000,4827200000,1002560000,1820550000,2644750000,1347400000,935725000
Q96A49,na,130108000,57354000,14581950,351265000,334030000,72625000,32533000,289020000,332765000,241170000,166810000,219040000,427215000,263165000,223765000,229950000,457755000,290825000,100315000,448560000,237260000,311820000,332610000
O15111,na,134270000,43596000,2298300,570720000,511580000,70053000,171790000,509165000,376035000,595355000,332825000,336675000,692845000,329865000,574490000,357210000,567190000,898850000,112465000,635665000,592720000,395545000,395495000
Q9NXH9,na,382190000,260530000,3094550,427725000,390005000,72687000,66369000,488115000,156225000,154150000,123874000,441410000,400460000,227935000,303100000,290805000,432945000,225440000,17685000,533000000,205970000,365170000,119117000
Q6PJI9,na,250295000,178380000,399130,376475000,249385000,32382500,99473000,376140000,256365000,364725000,443395000,340500000,396945000,160115000,216255000,417165000,126670000,401485000,19581500,150460000,146200000,211305000,102975000
B0I1T2,na,11613500000,4811150000,428855000,26947500000,46628000000,10491000000,9849700000,39987500000,25929500000,57589000000,13599000000,13462000000,41044500000,28118000000,29783000000,10632000000,11799650000,5830800000,5304850000,14398000000,28918500000,22616500000,30479500000
Q9BV81,na,0,0,0,0,0,0,0,0,2617800,42356000,0,0,0,0,0,0,0,21878000,19049000,30588500,36372000,0,0
P02545-2,na,0,0,0,86534500,171225000,13966000,0,266950000,140820000,850235000,0,0,159889000,16565500,3833550,0,0,0,0,0,0,17117000,0
Q13576,na,2295900000,723860000,513860000,15688000000,23079000000,6119400000,4484150000,21551000000,10850300000,24694500000,9084400000,6554150000,17297000000,12881000000,19965000000,5212850000,11099000000,40512500000,5602200000,21249000000,19361500000,17408500000,20545000000
Q9H832,na,1160850000,346090000,7529400,1721800000,1593500000,260280000,362915000,1399400000,1239050000,837555000,512795000,839400000,948005000,735165000,937225000,705075000,395515000,935070000,115795000,1058990000,851250000,493635000,587460000
O75155,na,6463000,0,0,26558500,3495650,0,16176400,6100050,19785500,0,4545150,86565500,41756100,42499500,40657000,82433500,0,4286000,10667500,20995500,9838500,0,20659000
Q6P4A8,na,32441500,16904000,3253575,18896000,41479000,39854000,16803200,19854000,16378500,13482500,114969500,16850300,50066500,813200,17776200,39746500,1717700000,36274000,3751300000,5142500000,3796400000,52337500,117721000
O95081,na,23906500,12465450,7152300,382645000,547125000,154990000,237705000,558395000,483465000,357575000,240180000,105930000,726350000,516175000,341275000,104980500,52419000,59619000,32362500,23200000,14887000,303890000,285250000
Q96JB2,na,148008000,72582500,5990700,313430000,406250000,60862500,108806000,316240000,241340000,283635000,106960500,217880000,322940000,354185000,285065000,201595000,412090000,1141765000,133185000,470740000,634290000,456410000,353040000
O75381,na,238995000,84515500,16100500,225005000,200130000,21114500,87831000,176225000,172550000,236120000,80336000,107750000,264980000,117440000,134895000,162600000,260255000,534055000,133815000,492870000,317255000,158500000,151033000
P12081,na,2436250000,772780000,268940000,7899400000,8649700000,1570950000,1885050000,7974050000,4873800000,4841400000,4115100000,6611950000,7124550000,5267700000,4830800000,6394800000,3542900000,5724200000,767925000,3254800000,2934850000,4291750000,4951800000
Q8TF62,na,5037500,6879500,0,0,6921000,28201500,2676250,0,0,0,22713500,0,0,8953500,1567950,3726750,31224450,47863000,15639000,63241500,5011000,53841000,0
Q96BY7,na,17170000,7488100,5291150,1362300000,658605000,268880000,57216000,225845000,830055000,732055000,158355000,352770000,913450000,206435000,164970000,414895000,183750000,986710000,107086000,479045000,239835000,532955000,70887000
P78417,na,4906450000,1686950000,147800000,4118600000,4974800000,3179300000,2391500000,5741600000,5446450000,4101600000,3373750000,2932100000,7205600000,3673700000,4812400000,3555500000,5561150000,9955900000,3578350000,13026000000,13060500000,6055650000,3666400000
Q9Y259,na,238695000,144220000,2660000,264615000,430230000,137450000,217600000,305030000,343465000,344420000,381605000,217575000,540040000,272470000,270940000,311665000,334305000,880370000,160931500,604680000,388995000,408920000,289650000
Q9Y394,na,1236235000,728460000,41922500,4347850000,5927600000,1666600000,1568700000,4279750000,3693400000,3090250000,1838150000,1818900000,6927400000,4644100000,6306650000,2644900000,2142950000,13424000000,1815050000,3308650000,6889950000,5707200000,9914100000
Q96G46,na,95419000,33698000,217210,182005000,220890000,26437000,39176000,207985000,58491500,200820000,97215000,124573500,318735000,217915000,116811000,194475000,228610000,523485000,37967000,99665000,157710000,128545000,65808500
P51665,na,1815400000,623550000,157880000,3363800000,3381900000,1286200000,820795000,4025750000,3016000000,4024500000,1958750000,1726350000,3416850000,1816600000,2218950000,1615050000,4064500000,6190600000,731345000,3644950000,3373050000,3009750000,2733450000
Q9BW60,na,146515000,98612500,7778550,378845000,462800000,150865000,210665000,397480000,276445000,836255000,198830000,225240000,578350000,324335000,612190000,184730000,1395050000,1806250000,309060000,642925000,1412400000,463965000,618180000
Q07960,na,3184500000,1349650000,139650000,6102250000,8232300000,3004950000,1805150000,7545200000,5499300000,7622600000,3543050000,3458350000,7185800000,6112200000,7448800000,3401200000,12649450000,19309500000,4760950000,16578500000,24399000000,8806850000,8976350000
P30154,na,84634000,23513500,7820950,474440000,576255000,57618500,121460500,581435000,455000000,731225000,176690000,209530000,456070000,345955000,459390000,203490000,292905000,689120000,75774500,171435000,105790000,254675000,336335000
Q9BX69,na,0,0,0,39867500,8399200,0,0,28201850,0,56208500,0,0,2925900,0,5845500,0,89560000,12806000,59010000,194480000,266475000,4545150,0
Q9NT62,na,243195000,137395000,30497500,616430000,950630000,250805000,333260000,584065000,537730000,758165000,319420000,386305000,1135800000,570575000,733350000,423215000,2418250000,893870000,1269705000,4117850000,4878300000,436680000,336205000
Q03701,na,497715000,234070000,23974000,1456800000,1262500000,182425000,434455000,1525300000,925275000,1131450000,731335000,1409450000,1585500000,796885000,531750000,1325650000,453605000,403590000,48533500,87038500,173095000,926380000,252915000
O60671,na,114872500,25390500,2136100,71235000,102577500,20325000,25066500,72909500,39859500,87501500,26342500,40514500,129507000,41393500,80455500,54145000,48085200,39732000,19399500,46741000,46913000,46320000,15809000
Q5BJH7,na,11370600,3640500,0,141560000,95337000,18807100,37271000,167650000,99217000,141785000,45631000,28404000,109230500,54283000,82487500,60743000,250655000,619650000,83974500,228715000,376380000,180070000,139525000
P51948,na,106540000,38978500,3316750,288965000,123656000,27695000,77830500,312045000,306045000,143390000,149375000,146732500,228280000,172105000,203400000,134955000,137300000,269790000,19005500,188105000,71448500,235705000,120833500
Q9BW71,na,125635000,33978500,13788750,200800000,119610000,38377000,77404000,167150000,198395000,240925000,85327500,226590000,182693000,87620500,160715000,138030000,119542000,226690000,16721500,43932500,10103200,115424000,80352000
P27482,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30820500,0,0,0,0,0
P18428,na,25249000,35642500,45014000,854915000,1526845000,5659300000,184990000,3630850000,3381600000,5325100000,6241650000,299005000,2682150000,180185000,363280000,237425000,3377200000,1338700000,305030000,9749250000,3095500000,208795000,131747500
Q6P9B9,na,171150000,85782000,100654500,361330000,428535000,30294500,156810000,616735000,303795000,678410000,247685000,328530000,516060000,271785000,391280000,443260000,393700000,1047420000,104559500,357800000,489590000,509455000,338550000
P54920,na,2189400000,943330000,141250000,4721450000,5354450000,1703450000,1331700000,5518850000,5439250000,5489650000,3733350000,3570450000,4465100000,3706350000,4864950000,3627300000,6969000000,19143500000,3338300000,10192000000,11890500000,5771600000,5572250000
P06737,na,42377500,17130500,1236950,114275000,113538500,45729000,29554500,132918000,125635000,212455000,66777500,96471500,77670000,108960000,131738000,264755000,3289300000,1328250000,4058350000,12401500000,9098900000,35152500,90503500
Q04837,na,2224600000,1035835000,149270000,1556200000,1657800000,1114100000,1619800000,2649200000,3051450000,1691700000,1364250000,2055250000,3207150000,1522855000,2345700000,1196190000,1219500000,1204000000,984430000,1638900000,1104600000,1037700000,1662250000
O15144,na,16612000000,6747150000,725070000,49588000000,52910500000,18162000000,13810500000,54365000000,35859500000,49283000000,23313000000,35047500000,47420500000,35633500000,42640000000,27033500000,36919500000,33107500000,13365450000,44638000000,51354500000,29962000000,45160500000
Q9H7E2-3,na,33562000,19522500,5641500,44040000,74385500,43859000,20672500,66521000,44701500,191115000,95059000,38092000,91956500,160645000,114129000,70200500,23967500,179540000,21221500,15351900,86561500,146600000,52842500
Q32NB8,na,61244500,31357000,0,80783500,81904500,11725550,20564000,27248000,99375500,33922500,67485500,67072500,95618000,65484500,59729500,75364500,59757500,37667500,20182000,35217500,39444000,133820000,104994000
J3KP75,na,16808500,3927800,0,916015000,1013435000,131024000,200470000,1186200000,681285000,738025000,115395000,65576000,513840000,872415000,247980000,367015,386615000,82150000,60697500,121400000,51580500,481490000,145395000
P27448,na,129250000,56025000,11915500,203125000,173080000,77630000,74522500,229995000,177085000,341430000,124585000,170000000,160755000,168625000,148475000,128690000,163260000,276675000,32042000,133575000,170100000,320740000,304795000
Q12797,na,70384500,66725000,1800850,190815000,188015000,17035550,35451000,136710000,169470000,85154500,154365000,143755000,226470000,69077000,90210500,154320000,780960000,4273050000,479700000,1061400000,941415000,566740000,24089500
Q9NQ29,na,148440000,56329000,7820200,586360000,895300000,174798000,96611500,273930000,249020000,280025000,123989000,524675000,660360000,129880000,508015000,167400000,464515000,330065000,87757500,176525000,496620000,130805000,96806500
P55103,na,0,0,0,0,2762250,143090000,187875000,9195100,26876000,96872500,161770000,0,152690600,60596500,67628000,0,43814500,28248000,0,40612000,8724000,71900000,0
Q8NFZ5,na,201440000,91442000,0,122635000,198550000,17025200,30176000,91964500,59673500,17551550,38726000,65099000,158800000,89554000,384295000,37644500,240470000,214395000,140508000,150285000,399905000,310815000,199850000
Q6K0P9,na,80069500,15422500,13343350,2032800000,2374100000,937345000,720875000,2650100000,1624850000,4838400000,1778650000,638690000,2266900000,2871150000,3292900000,273110000,4436000,8014500,7159000,103449000,81252500,1744850000,3817950000
P01009,na,150635000,84531500,35169000,1584300000,4203450000,34731500000,2513250000,11061000000,11686700000,13275500000,18477500000,1523545000,10356400000,853590000,1171800000,935990000,20931000000,11239500000,1358490000,15757000000,14160500000,847075000,747575000
Q10589,na,275035000,134205000,58795400,73919000,73801500,66965500,66644500,55613000,128233000,195385000,191575000,155730000,61870000,86617500,157320000,68683000,508220000,305580000,83724500,496060000,236340000,417995000,197354500
O60313-2,na,5099200000,2520650000,114450000,6013900000,6484750000,1580250000,2472600000,6206900000,5050700000,7278100000,4776700000,4871700000,7887850000,4127500000,5350200000,5731150000,2590400000,5000850000,1446600000,4138850000,7012000000,6154400000,4188350000
O60831,na,87823500,80990500,8805250,423000000,383645000,50329500,110173500,543850000,370275000,581485000,122990000,235850000,626250000,372710000,383870000,283775000,102682500,74255000,18903500,36883500,200870000,374680000,210595000
Q96RG2,na,109681500,45998500,0,144025000,169735000,0,29035000,113925000,85004000,89908500,35668000,62870000,183985000,104201000,59899000,155955000,102362500,117443500,0,18775500,47188400,70196000,73065500
Q5U5X0,na,44078500,16287850,3711650,374235000,292615000,27168000,47531500,371515000,230525000,198984000,125245000,268045000,601140000,401750000,182560000,225355000,80135500,286765000,37094000,91604500,186945000,91420500,81815000
Q9P2K8,na,34039500,7773000,3625200,25820000,41856000,8434800,20631500,35226500,992950,41088500,81756000,17104500,38600500,38547500,256725000,25232000,476110000,1059180000,45973500,326620000,199950000,109420000,31416000
O75554,na,25208000,12055550,0,0,2466750,102400500,24823000,39652000,77810000,41276500,65782500,79774000,46386500,25669500,45233000,80111500,52588000,90498500,120490000,1679650000,76512850,21067000,8169000
Q9BX67,na,18004500,9276800,4542450,19623000,30006500,807550,13885900,7504800,42291500,19834500,0,2421900,0,3398000,6923000,8008000,0,0,13032500,0,37828000,0,0
P25205,na,2063750000,620415000,406405000,1273660000,1622600000,428050000,442455000,1456600000,1146340000,3420900000,824425000,858675000,886995000,449080000,412275000,758920000,7690850000,1902600000,445730000,501675000,293930000,2548800000,853965000
O14964,na,797960000,346340000,22660000,931485000,1115290000,364015000,335415000,1555650000,1506150000,1329050000,889870000,908625000,1068760000,512740000,689795000,452860000,1676700000,3026250000,425105000,1779450000,1422150000,1193500000,875940000
Q00534,na,28680500,3572300,9434150,236110000,621980000,90040000,65895000,190700000,205415000,181360000,129635000,200665000,395470000,341890000,468610000,211160000,553535000,575395000,30216500,184255000,158350000,344385000,330630000
A8K4G0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16416000,0,1692915,0,0,0,0
Q9Y572,na,131250000,53446000,5722500,287455000,448925000,78302500,57710500,370440000,212605000,389195000,90568500,24444000,478695000,241875000,274450000,59912500,333970000,319075000,84605500,315010000,441610000,193540000,275620000
P12931,na,160180000,148165000,23003000,172645000,208120000,396385000,145940000,182175000,142769500,245545000,1104350000,527795500,850645000,1298150000,1434050000,688825000,364410000,3133050000,859485000,2580300000,4710100000,1076890000,817820000
P17028,na,240355000,159955000,9316000,327220000,305270000,59987500,145030000,346920000,309015000,386720000,432710000,364815000,298260000,156575000,263790000,273595000,361490000,439320000,478111000,96175000,234895000,271550000,233325000
P62070,na,366700000,407325000,17650850,95068000,245805000,90581000,72393500,86630000,125330000,46622500,26674500,92596500,568465000,528530000,479545000,126060000,7745150,8148500,0,60124500,52488550,1178700000,1017330000
Q92618,na,0,0,0,1264100,3874500,0,0,3310800,1633200,0,0,827200,0,1712250,1630650,652000,56592500,17089500,23376500,32422500,70151500,12584850,9434500
Q9UMY1,na,365690000,174985000,26196000,857385000,762630000,185915000,229280000,788840000,404505000,906230000,670070000,530840000,703970000,482095000,373450000,818330000,165444000,274310000,5089500,68841500,148815000,558250000,170045000
A1L390,na,62790500,83778000,0,210100000,194405000,46855500,73772000,188610000,93267500,632835000,178900000,148585000,85780000,112239500,256265000,158330000,73062500,177185000,11861500,68478500,277930000,430290000,551565000
Q15046,na,6120900000,1761400000,436215000,9358150000,11454500000,3301700000,2933700000,10456400000,6512300000,7435600000,6335250000,7562150000,10747500000,7820300000,6250650000,7077700000,7602650000,15373500000,2129250000,8147650000,9101650000,7994900000,4630000000
Q8WU79,na,2152500000,1215250000,35553500,2190250000,2532050000,657805000,548260000,2324350000,1867750000,3145400000,1295300000,1458950000,1959850000,1169900000,1127400000,1861000000,2060450000,2008450000,367745000,1582650000,1634900000,2341150000,1096975000
P34931,na,0,0,0,0,0,0,2427350,0,0,0,16818500,0,0,3717900,0,4942700,0,0,0,2956000,0,0,0
P35237,na,1353000000,768845000,40638500,3929150000,3501400000,1691050000,1270750000,1843200000,2497750000,735590000,2345150000,4096700000,3749100000,2678950000,4964950000,5634300000,4189450000,2311850000,1229000000,8018500000,9479150000,5863900000,5888250000
Q68CZ2,na,365415000,44237000,10155350,50545000,26744500,8104600,9540800,18736350,4518950,61701500,25352500,34256850,90762000,31692500,23725800,17739500,957035000,1391050000,229650000,783475000,382130000,21152000,24318650
O14733,na,57127000,9191950,3120850,124430000,157315000,15903000,17468200,176450000,116078500,85793000,80588000,96494500,93787000,90535500,172750000,95443000,106140000,106815000,19699500,208985000,104657500,123115000,92531500
Q7Z4G4,na,32019500,8115300,0,140660000,110382000,21548000,57475000,139670000,168255000,91600500,22508000,133335000,254095000,71538500,53844500,174725000,26827000,109307500,3018500,17212800,43526000,65317000,28815500
P21964,na,1308750000,509765000,27116000,1731200000,2278450000,712055000,978160000,1921150000,1364520000,2619650000,1485400000,1302950000,2829000000,1295200000,1842650000,1143850000,5201650000,11251500000,2908800000,7278450000,12697000000,2941350000,2453650000
Q99567,na,1565600000,641455000,34068500,1800250000,2104550000,427295000,566500000,2078900000,1498750000,2939600000,1145000000,1197915000,2068700000,1435550000,1619350000,1243550000,1289800000,2311750000,392845000,1005335000,1263150000,1789850000,1337450000
Q7Z2W4,na,101226000,55092000,5420600,289295000,192615000,46869500,103350000,209505000,195125000,270055000,172700000,176965000,201240000,131445000,112235000,194480000,86643000,0,6368000,120815000,103555000,57725000,97137500
Q9UNE7,na,249555000,95643000,56106500,312720000,305065000,165200000,130520000,378865000,517245000,326295000,417655000,143190000,391330000,178280000,295185000,174645000,428035000,701355000,52213000,157795000,90848500,378620000,244410000
Q9Y2P5,na,0,9816450,0,0,0,20318500,0,0,27230500,38826500,9226000,0,0,8440000,44771500,1634550,73461000,16959500,27834000,65406500,22904550,0,0
C9JEJ2,na,829375000,255655000,39685000,1320150000,1555350000,316710000,435605000,1394050000,1124105000,1600350000,867790000,627430000,1186150000,1211850000,1411800000,599000000,1661250000,1659800000,439800000,2064400000,1819350000,962625000,1847800000
P43250-2,na,1474500000,394200000,73985000,2704650000,3002100000,483480000,954305000,3314600000,1923800000,3329050000,1508750000,1889350000,2691750000,1365850000,1891300000,1768750000,375610000,962810000,468740000,1159150000,1806700000,2903400000,1882550000
P11597,na,37518500,4194300,0,149570000,206852500,1317350000,76211000,854390000,845775000,1159950000,1804300000,92668500,562570000,105873500,212125000,94702500,840105000,346055000,15221000,1637500000,860875000,82864000,124655000
P04271,na,1805350,0,0,0,58573000,95317000,3949100,2381650,45210000,0,20240000,58253000,235455000,37965500,43771500,2970850000,221875000,106183500,6008000,120017000,99817000,1326070000,7539100000
P43353,na,0,0,0,0,33777000,0,0,15364450,0,0,4478050,0,0,1091850,0,2806700,320360000,61722500,984535000,2518000000,5211400000,294175000,0
Q8N3C0,na,747910000,359900000,33613500,1516300000,1966950000,441650000,418185000,1992800000,1099890000,2123150000,891365000,975090000,2153400000,1483850000,1622200000,1126870000,1319385000,3561650000,509620000,2169350000,2025900000,1594600000,1080800000
Q96BY9,na,8120500,520400,0,6231000,0,0,0,5604500,31569000,0,0,4293100,0,0,0,12957100,0,0,0,0,0,0,0
Q99798,na,24211500000,11216000000,1343200000,27999500000,31664000000,11099000000,10873500000,30765500000,20447000000,31051000000,19376500000,20479000000,39987000000,21142500000,22276500000,24717000000,18675000000,29243000000,7655500000,23200000000,30449000000,24525500000,20644500000
Q9NQR4,na,1507100000,439895000,28610500,1966850000,2178200000,357690000,585000000,1788750000,1955050000,1737500000,1040250000,1255050000,2280800000,1227450000,1279850000,1873750000,2113300000,2001050000,934810000,2470750000,2042850000,1773150000,685980000
P07199,na,439735000,227180000,0,646140000,801070000,76191500,226575000,697930000,579765000,759385000,337385000,385210000,630610000,448555000,571630000,190715000,100554000,310745000,37912000,254150000,493030000,801700000,443725000
Q14247,na,114334000,3398250,16226000,0,460195,0,4382000,38657500,2682050,0,6061100,0,3043850,209440,0,1296300,15654800,32161500,35981650,15994000,66134500,1985600,3348250
Q14314,na,3904100,0,4314250,2409950,5489400,6096550,7488050,0,567500,0,4112750,0,0,3084000,10902950,2324650,61456500,7690000,237340000,591485000,710085000,1409650,17762500
Q9BYG3,na,805885000,417125000,54179500,1008490000,1845850000,297790000,520920000,1020815000,875375000,1180150000,1114100000,1027650000,1257100000,614545000,720835000,1316550000,462760000,871800000,16109000,109703000,240295000,1104090000,426240000
Q9BPX3,na,209665000,43362500,14922500,61967000,135450000,9812000,11316850,132741500,48717000,310005000,41699000,40637900,100892000,81134500,16558000,12571500,810910000,195368000,109306000,140295000,65488500,263590000,12950550
Q9BYX2,na,10138600,0,5377500,74387000,64632500,8712250,8960850,107810000,28187500,69203000,24432000,13638100,17226000,20327500,10222800,18542500,23119000,343685,201390000,943305000,673985000,19950000,5033000
Q9UDW1,na,582190000,204320000,4582200,498800000,186585000,111022500,114504000,373795000,217380000,342660000,388060000,377495000,485020000,456875000,585375000,485555000,569055000,765120000,275735000,1472400000,808685000,1066200000,552480000
Q96M27,na,1009970000,335970000,69436000,1517200000,1924650000,495180000,292785000,1871600000,1635900000,1166900000,1338500000,954850000,1340600000,1071225000,1168500000,995575000,812510000,2584600000,327480000,1372700000,1297150000,1208600000,863815000
Q14432,na,0,0,0,0,0,0,0,0,0,0,0,4661650,0,0,0,0,0,0,0,0,0,0,0
Q15582,na,5419650,8063400,547610000,0,19705500,136983000,3802200,27704500,12427000,33129500,71406500,3000450,14422000,1778050,21165500,576985,124030000,187900000,103078500,297405000,1000590000,5977250,35887500
F8VWQ5,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95444500,317305000,10868000,0,0
E9PHY5,na,1439850000,1789850000,54063000,125955000,212585000,64492500,84264500,218225000,81648500,496320000,408925000,221965000,328690000,191861000,69835000,123920000,3570950000,634390000,100350500,551210000,426595000,339805000,92828000
Q96CT7,na,673225000,283525000,106356000,657255000,595375000,198190000,374815000,672235000,551620000,1054530000,297560000,576410000,554580000,471240000,455080000,522060000,1143860000,1446450000,211310000,1074020000,750090000,505815000,389240000
Q969P0,na,96205500,44218500,13921000,89148500,108110000,7626800,44743500,111200000,80148000,236330000,229325000,137805000,326420000,136240000,138410000,256810000,0,16780000,11330750,39658500,67651500,72152000,93063500
Q13190,na,385760000,277555000,29939500,346650000,437955000,153300000,138275000,544885000,514595000,762250000,233200000,253910000,555715000,234415000,370910000,206310000,794525000,951340000,230525000,481655000,839015000,506510000,439635000
Q04864,na,892995000,518095000,6901600,393890000,429115000,209170000,83310500,262685000,223770000,267305000,220470000,92102000,514095000,450750000,647710000,115964500,2328700000,1766300000,534810000,2383100000,1872400000,1351800000,1053600000
Q7Z434,na,851700000,399115000,35909500,773480000,996135000,230860000,477365000,1092500000,939800000,1169200000,753040000,631070000,1333950000,859170000,652375000,734170000,1096215000,1698950000,355350000,1163210000,1467500000,1416100000,951760000
Q8WUA2,na,394640000,262765000,4004900,1005660000,977950000,132740000,354575000,1082770000,930585000,802695000,412865000,895410000,902225000,578420000,514390000,799235000,253535000,467345000,101578500,159265000,383700000,674790000,477975000
Q96S52,na,206370000,127295000,22355500,915895000,1186350000,260730000,228360000,1374965000,1026550000,1435650000,738845000,979730000,1204340000,755195000,1253050000,952830000,1280125000,3121050000,595250000,860275000,2103550000,1819850000,1565650000
O75937,na,3826750000,1536150000,238315000,6573000000,6351750000,1722450000,2432900000,5993050000,3949700000,6360600000,7520000000,5845700000,5808000000,4428450000,3946100000,3939200000,5589750000,5519150000,1160600000,3424950000,2193950000,4348500000,4925350000
Q13501,na,160925000,40203000,16425500,101917500,104500000,3468050,47379500,103545000,158205000,151045000,82895500,93404000,174395000,90227000,90876000,99189500,535760000,157910000,222330000,344145000,64954000,212840000,142210000
P16401,na,49591500000,26450000000,10228800000,85480500000,1.139E+11,28292500000,27698500000,1.089E+11,93741000000,1.66775E+11,48024000000,52263500000,84028000000,46666000000,60123500000,30779500000,86239000000,1.30955E+11,17359000000,69674000000,80266000000,1.6618E+11,98579500000
P23526,na,9129650000,3487050000,1173355000,9842650000,9258350000,2575850000,2784900000,11202500000,7199250000,7598300000,5635250000,8925100000,8964950000,5201850000,4000500000,10094500000,12302950000,32160500000,4900850000,13503500000,10834500000,7094000000,2939850000
Q9ULX3,na,167950000,48777500,5886450,135317500,146815000,18161500,34788000,130210000,68241000,146265000,39218000,67107500,150135000,72408500,78868500,105356000,176660000,138790000,1819500,36254500,45515500,124320000,78344000
O43303,na,43716000,11244350,0,57761000,73016000,3771050,27610000,56002000,26329500,120900000,26368500,29866500,77186000,58099500,50296000,47275000,38584000,112542500,9260050,10689500,0,29373000,33766500
Q5M7Z0,na,3811400,18678500,0,329370000,467630000,11078250,176035000,276600000,36140000,100845000,0,368110000,141760000,174344000,153304500,246625000,18685400,62951000,18181000,0,34528500,7702000,11454100
O43707,na,23632000000,9896100000,1678400000,51152000000,99383500000,34068500000,21907500000,83643500000,63499000000,89096000000,32668000000,30091000000,75829500000,77756500000,1.02758E+11,38531500000,48261500000,1.2302E+11,40587000000,83771500000,92119000000,1.018E+11,1.35075E+11
Q3B726,na,100940000,42533000,2449650,152160000,109515000,24557500,100395500,143805000,124645000,205000000,143580000,149245000,158040000,85394000,118780000,201555000,56523000,145815000,2243800,35468500,4746250,210410000,33593000
Q9BRQ5,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6589350,0,0,0,0
Q9HA64,na,827305000,339690000,13290500,1034660000,1022045000,424125000,566445000,1448650000,1542650000,930345000,766095000,1087730000,1133200000,535530000,665450000,1013335000,831715000,1399250000,170175000,906665000,454240000,1086370000,583475000
Q00059,na,5400750000,2619450000,144480000,3339050000,2360950000,791670000,1381850000,3090350000,2732150000,2242500000,1735050000,4221850000,3469200000,2309800000,2180750000,3434700000,1298000000,2246650000,203200000,675905000,746060000,2420450000,1092470000
