#1.2,,,,,,,,,,,,,,,,,,,,,,,,
4952,23,,,,,,,,,,,,,,,,,,,,,,,
Name,Description,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
Q96SK2,na,184275000,111160000,0,454930000,586155000,219230000,189935000,541635000,428175000,903275000,355250000,342720000,646105000,425495000,438190000,343620000,167140000,542360000,153300000,149980000,427525000,395415000,366025000
Q9P0J1,na,1463750000,764240000,11925550,2057800000,2683100000,542145000,819355000,2678750000,2491450000,3710300000,1816100000,1448300000,3515000000,1790050000,1909950000,1732100000,987915000,1393150000,462875000,1956650000,2052050000,1769700000,1322200000
Q14139,na,102540000,47997000,17423500,454530000,641880000,117869000,137805000,566850000,500005000,718095000,227110000,280345000,434180000,305765000,286005000,237130000,1185280000,1871550000,554120000,1450000000,1987900000,592900000,477090000
P14618,na,3705850000,1089665000,328395000,7629650000,6686750000,2975450000,3021050000,9606050000,6016700000,10310900000,5952700000,4857350000,6269200000,3904900000,3305800000,4600900000,8431650000,4232300000,3304800000,9931900000,8425050000,2673650000,2393850000
Q9NRG9,na,362995000,208655000,35102750,1044300000,1353150000,117431500,395185000,1181500000,1001610000,1442150000,561960000,806600000,1353570000,753010000,887300000,708325000,931885000,1300600000,343785000,792980000,1025050000,1086350000,1033900000
Q92609,na,1818700000,871570000,48985000,643500000,2869450000,460130000,255920000,772360000,447855000,1005040000,352085000,358590000,1091000000,682050000,900740000,1069465000,2368150000,1786100000,517000000,2187900000,1506850000,1009925000,920560000
A8MQB8,na,5487000,0,0,0,0,0,1518950,0,0,27173000,0,0,28269000,85594000,0,0,27120500,0,5462000,0,73895000,33508500,0
O95619,na,263435000,114866500,4609900,579950000,469625000,120865000,135005000,504120000,426145000,590325000,530185000,428005000,634595000,328040000,393145000,373855000,279445000,880410000,93412500,137430000,358255000,483395000,309470000
O95807,na,0,0,0,0,16781000,0,46199500,35858000,29262500,41299500,19310500,22834500,32004000,21668500,54589000,10039300,23342000,85778000,128163000,141640000,300845000,27072000,28624500
P25942,na,418080000,348990000,2244450,0,0,1487800,11499000,2251800,0,0,6012000,0,0,0,0,0,35357500,20474500,2344850,148275000,106862000,0,17271500
Q13011,na,8300450000,3379600000,328640000,10362350000,13580500000,3025250000,3085750000,14016000000,10615500000,11743500000,7290950000,6808550000,12510500000,9160600000,8580700000,8490550000,8049550000,10404000000,3657450000,10544000000,11240700000,10892500000,10748500000
Q9BXW6,na,114118500,3924550,23482200,17232500,13314500,6368500,3234750,35466500,21224000,0,0,5052750,3163300,3891600,0,3148550,92279500,279960000,164010000,148360000,105450500,2982500,0
Q9H8W4,na,1184150000,593525000,1853550,111630000,182305000,51148500,62004500,162510000,144375000,176895000,125540000,92702000,208465000,146755000,187570000,136790000,529880000,721135000,46340000,241175000,255400000,252680000,117025000
O15355,na,1643650000,688840000,314660000,2511950000,2981250000,1116900000,1101850000,2391350000,2881350000,4061900000,2438100000,1541750000,2416900000,2266250000,1681900000,1559150000,4160150000,6776600000,869505000,1707300000,2533000000,1935000000,1797800000
Q86TU7,na,92663500,45438500,17449000,497995000,468775000,108229000,108575000,308240000,236930000,244310000,139645000,295525000,424115000,417050000,358240000,237725000,735310000,669960000,236760000,585305000,511735000,497405000,907425000
Q9BPV8,na,0,0,0,33652000,0,1429200,0,6958000,15090000,0,0,22592500,0,0,0,0,8654500,0,56796500,174970000,203695000,0,0
P23443,na,172500000,89612500,5956450,414170000,381040000,150120000,109335000,599900000,208125000,292015000,210170000,373305000,493070000,280800000,313125000,288505000,215925000,371550000,124479500,318740000,225055000,450330000,96235500
Q8N0Z6,na,20901500,4386800,0,31931500,34878000,4834000,15823350,65404500,76275500,44825000,7765650,6828900,59425000,85212500,36280000,29075000,93757000,172355000,4956850,59793500,82538500,68974000,13631200
P50749,na,2242000000,984350000,31282000,3278700000,2757700000,688280000,1330150000,3863450000,2350550000,1596650000,631050000,2442000000,2580300000,1686100000,1209050000,1274250000,1565450000,1392700000,673595000,1983100000,1039310000,995945000,219345000
Q6ZUX7,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18639000,0,0,0,0,0
Q5T200,na,767365000,386410000,12780250,1116500000,1032275000,180050000,320090000,1201150000,1022595000,962985000,595455000,988030000,960125000,674185000,549070000,678240000,719875000,1294950000,108520000,411875000,417995000,785475000,575925000
Q6ZU65,na,1503700,0,3006100,4528700,3796850,2547850,2069950,6369300,0,19058500,0,4714000,8998100,9512750,0,9943550,38754000,84348500,0,10656000,16862000,0,12120950
Q9BXJ9,na,2304900000,744705000,129929500,3480550000,3076750000,640985000,1321455000,4033950000,2297800000,3305600000,2451400000,3212150000,4106850000,1982500000,2360250000,2519250000,3894600000,4735200000,836285000,2526250000,2349700000,3389700000,1904300000
P16333,na,543795000,216705000,5507500,532605000,615510000,369685000,407775000,806325000,684845000,746330000,435790000,597605000,872180000,791885000,877230000,475860000,591815000,872130000,199630000,790785000,575330000,591375000,798930000
O14818,na,4312700000,1492600000,526810000,9185100000,10291700000,3215550000,2210850000,9740100000,6786750000,6964650000,3604050000,5020550000,8286250000,5312950000,5579750000,6401150000,7957700000,15222000000,2663100000,8955000000,7163900000,4895400000,5540150000
P25815,na,0,0,32697800,764950,12559300,8140200,2239450,1522950,15116500,3979700,0,6733550,18958000,37302500,10337400,28642500,155390000,668850,273155000,523915000,87799000,2359300,2104400
P56181,na,79028000,39562500,0,21950000,0,22204500,21910000,99503000,88050000,59830000,37521000,71358000,145387500,94608000,78613500,75876000,78890500,119000000,45730500,142320000,143838000,83756000,92780500
Q15642-2,na,62047500,19460500,2682750,40081500,19157000,25628500,11876500,33773000,20645500,11873500,178885000,3120650,0,11677000,15820500,3596050,260225000,1356900000,18772000,34404000,132110000,68765000,28720500
P01040,na,27181250,17119500,37163000,8422500,12942000,55682500,194576000,20912000,0,0,28282500,5103000,10247500,23501000,186320000,6289000,3894550000,43136000,5119850000,17718000000,10437550000,130307500,15696000
Q8IZ21,na,58811500,10750100,0,70682500,89777000,28878100,15717500,68269500,34148500,64576500,40771500,31781000,82675000,72502000,65018500,70969500,158330000,66972500,26976000,23516000,54906500,66887500,61851000
Q5T6V5,na,296435000,55861000,11309250,535190000,829605000,123800000,164645000,372640000,617560000,448150000,260885000,346180000,610680000,392055000,710350000,384780000,408690000,1211200000,271480000,1294550000,1293400000,611900000,523385000
Q96DE0,na,48307000,9445750,0,327590000,281355000,34506000,30858500,404770000,371905000,160255000,148935000,182165000,250160000,183235000,133420000,111331000,512370000,133580000,158035000,1288900000,1796400000,378975000,217705000
Q4G0N4,na,495525000,166985000,19457100,363245000,612045000,135115000,245455000,648170000,654160000,476295000,483100000,500940000,1039325000,452120000,718990000,591300000,391600000,1220000000,121995000,808205000,760425000,1134150000,516695000
P85037,na,640835000,383510000,42529000,1029035000,987550000,354395000,407525000,978285000,828185000,1187845000,908330000,1198150000,1632600000,674175000,819920000,1233950000,517680000,881075000,96041500,448550000,651695000,944765000,584325000
Q9H257,na,0,0,2404050,0,0,34154000,0,0,0,0,36241500,0,0,0,10333000,0,559420000,0,140505000,835610000,1071075000,18295500,0
Q96L58,na,0,0,0,13751000,13940000,7581300,13165500,19413000,15376700,34933000,12530200,7648500,39648500,20217000,20560000,22910000,50300500,54743500,17972500,19265500,71639000,78510500,35669500
Q8N5M9,na,116019000,65576000,2216905,226130000,157750000,21966000,127935000,171885000,106964000,238335000,127945000,196795000,172660000,128100000,120740000,129470000,95859000,269150000,42415500,106020000,320270000,143350000,95962500
Q96T51,na,2709350000,1417750000,72284000,1997450000,2267550000,581525000,757430000,2353100000,2145300000,2355900000,1000685000,1465000000,1908150000,1289050000,1529350000,1264000000,2992000000,6099750000,1255450000,5598600000,5621350000,1781150000,1565250000
O00754,na,375855000,95407500,47201500,713705000,1155040000,365695000,201110000,922580000,1000205000,1243700000,485265000,260185000,1470500000,1728700000,3086950000,407585000,4372750000,9383650000,2370300000,3873850000,2363000000,1291600000,1276930000
Q9Y3P9,na,627340000,251015000,36229000,432760000,670410000,149725000,196395000,473505000,520000000,723945000,340470000,350160000,612730000,448115000,626340000,346430000,1029810000,1245550000,151935000,1081050000,714640000,467055000,401540000
Q86Y38,na,0,0,1538100,0,0,115820000,7143000,0,483005,249320000,414485000,10302000,1303015,0,0,15448500,9015000,778525000,0,5399250,169979500,309181000,0
P52888,na,1154400000,347360000,115127500,1119900000,1188050000,299770000,627490000,1405050000,809450000,949955000,771395000,661585000,1117050000,730615000,737815000,797555000,1601335000,2021450000,475165000,919695000,801815000,1254600000,834035000
Q9H4X1,na,0,0,0,22389000,32204500,3140600,8976850,30179500,41790000,50885500,51326000,18344500,20362500,4587860,0,13588700,0,0,0,20071000,0,0,0
Q9NRY2,na,187315000,84224000,4386600,448875000,283090000,100225500,48859500,300640000,301585000,303345000,83873500,211510000,355219500,221635000,212215000,257075000,355985000,481115000,45497500,252190000,131410000,183585000,167145000
Q9UM07,na,22766000,84095000,1531400,45290500,22145500,1827750,11593750,60034000,69078500,43130000,56270500,58431500,30695000,46874500,79604000,614600,6829450,48533500,4236150000,3553200000,965580000,144745000,46953000
P27695,na,17136000000,12156000000,446695000,24211000000,21807500000,8128650000,7458150000,27184500000,14029000000,13602000000,18168000000,25542000000,23041500000,13935000000,17881000000,25290500000,16111000000,31292500000,3404700000,10930500000,14513500000,17078500000,10280500000
Q8IV50,na,549515000,204890000,2413600,444705000,445120000,117465000,187210000,303945000,336695000,187465000,209880000,238380000,266440000,331130000,478100000,267650000,217810000,1733300000,98933500,600150000,637165000,494750000,323475000
P24666,na,1779150000,619625000,130875000,2022850000,2367500000,779835000,812825000,2174900000,2549350000,2044750000,2140800000,1300650000,2265250000,1650000000,2180200000,1823400000,1509350000,2876450000,585390000,1202250000,1241950000,2009100000,1944250000
Q86W56,na,82699000,16241500,2507800,204450000,196070000,27721500,56023000,200455000,98320000,184530000,164170000,128820000,203720000,109360000,152235000,158460000,109437500,227045000,59266500,113473500,56426500,246200000,121585000
Q14012,na,271985000,83795500,0,165425000,148150000,36044000,135435000,303530000,103915000,291885000,236820000,125465000,238010000,229205000,295855000,203565000,894405000,27296750,210205000,2783700000,3048200000,422285000,107436500
Q9UKB1,na,269550000,78668000,8322200,253330000,334035000,46299500,29739000,177845000,212795000,366350000,114855000,187880000,237332000,281360000,291445000,223225000,259215000,774915000,82509000,241510000,313580000,266985000,252560000
P30419,na,2010850000,759675000,102634500,4777400000,5168750000,1051120000,1494600000,4918900000,3405600000,4289550000,3454550000,4643650000,5070200000,2768600000,2777150000,3464250000,2802600000,9570750000,1340500000,2613950000,3049450000,3684250000,1819250000
Q9Y5K8,na,289140000,55589000,4344900,365005000,385960000,101252000,91743000,412055000,218420000,500535000,206070000,260585000,437345000,199510000,206870000,258215000,1214670000,2453850000,370280000,1588950000,1582500000,238325000,249160000
Q9Y619,na,0,5217650,0,42626500,55139500,13347700,14919550,26407000,29504000,162545000,87310500,44112000,64935000,19957000,9937800,87388000,112000500,59726000,31769000,141144000,71434500,91814500,42022000
Q01085,na,0,5528750,0,24337500,0,15614500,20230000,0,15104500,64978000,28380500,4548600,22166500,31816500,33691000,38201500,25472000,42135500,0,36150000,19131000,12209000,10892750
Q9HBL7,na,347285000,236595000,1154945000,1504300000,1423450000,415425000,325970000,1358850000,601585000,1525150000,721415000,854460000,2224800000,613740000,656615000,1210250000,250220000,811695000,135830000,258560000,614985000,2081500000,937300000
Q06033,na,2818500,23511000,18027000,106899500,237737500,1581950000,62766000,498780000,629030000,1264200000,1855700000,127813500,352345000,167600000,132760000,330460000,898780000,477550000,90821000,838325000,740500000,136250000,63073500
Q99615,na,1147350000,311055000,120436500,745100000,578535000,231860000,342805000,746925000,586420000,1335150000,566080000,504095000,800550000,636665000,993065000,454100000,2340450000,3657350000,494410000,1677850000,1351070000,1218550000,949810000
Q5JU69,na,77322500,15738500,0,203470000,263220000,78856000,71697000,299460000,199090000,438420000,118365000,107975000,144605000,172075000,311805000,69214000,241675000,37541500,195155000,399015000,896595000,183325000,272710000
Q9Y487,na,51901000,23768000,0,64159500,118290000,11717850,28269500,99171000,57465000,30357500,25225000,40293500,83247500,30109500,15226200,62413000,165865000,585105000,206790000,587880000,737325000,171750000,43873500
Q9BU89,na,32537000,10397400,59292000,79301000,99286500,33017000,24524000,59329000,106042000,103478000,40812000,76453000,70641500,58108000,69054500,46871500,151800000,112954500,1526750,141043000,83933000,103484000,34923000
O15553,na,31670500,34149000,4606600,93989000,66569500,10003100,5380450,58081500,864500,25746500,118925000,12942000,26842500,31339000,853300,28280500,2150500000,3986600,1328050000,5437250000,4229950000,33920050,0
A0A087WZ13,na,2237850000,1241600000,74560000,2732950000,3359550000,1154600000,1051830000,3054250000,2314300000,4806600000,3489450000,2470650000,3800000000,2007250000,3228800000,2707500000,2787450000,3913250000,413810000,1925350000,2030650000,3421100000,2220700000
A0A087WVM2,na,0,0,0,0,0,0,0,28897500,0,0,0,2306650,0,0,0,0,0,0,8948500,29835500,0,0,0
P04003,na,111675000,65008000,83140500,4322300000,6341750000,22669000000,3458450000,11660000000,13614000000,15264500000,22020000000,3733975000,4838350000,1031325000,1296300000,1630350000,15255000000,8126100000,1111900000,15378500000,9789300000,723660000,372470000
Q13439,na,199885000,92324500,14303500,449075000,570935000,212905000,244775000,442920000,351570000,428365000,313590000,432120000,573790000,716480000,998495000,326100000,283545000,843895000,171880000,350535000,442035000,1022000000,656660000
Q96PZ2,na,32471000,21212000,4666950,112030500,233335000,3317450,88457500,219925000,163810000,289515000,90276500,97404500,125005000,161830000,229005000,47218500,59635500,91114500,73804500,68400700,32096550,188805000,148880000
Q9Y2Q9,na,88067500,2544850,4364150,86280500,97050000,13321900,22702000,178510000,127957500,0,62944500,57432500,87078000,112338000,97460500,36551000,81757000,72797500,78241000,160377500,151930000,139625000,61231000
Q14686,na,136175000,49830000,0,106141000,177990000,29645500,45219000,215990000,110326000,211530000,54100000,115811000,163345000,98838000,79343000,138440000,115200000,130855000,17828500,169345000,162370000,170250000,56985000
P13501,na,12653250,30478000,0,4071750,149990000,62362500,18721000,4974500,0,40011500,0,0,369085000,357065000,537680000,9506500,4731750,26823000,0,54808000,8220000,79095500,28497500
P49757,na,387860000,160005000,20749000,204915000,269160000,80942000,97049500,413600000,165055000,268615000,161840000,152955000,218105000,127215000,102236000,184025000,1188890000,1303070000,546690000,2021250000,1374200000,223205000,159965000
Q15121,na,882845000,395450000,14609000,682375000,720900000,458140000,256790000,701740000,885835000,931275000,389530000,412265000,702190000,588780000,1080200000,214145000,6962450000,4157850000,658900000,4630700000,2941800000,755760000,624150000
E9PN89,na,0,0,820150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10015000,104491500,46229500,0,0
A6QL63,na,0,0,0,202195000,220961500,22596750,109203500,262335000,165155000,3631300,64048500,147645000,76855000,106922500,3799950,164310000,0,0,34400500,12231000,6866500,0,6388000
O14734,na,133255000,33886500,1424850,220080000,163105000,33934500,45889000,261690000,191850000,2250095000,107655500,79585000,161675000,85909500,93025000,106938500,2735200000,717230000,128860000,1298895000,1784605000,160190000,694040000
P51798,na,279630000,110420500,1026300,87311500,126035000,0,20198500,135505000,63472700,113520000,83830,90953500,257590000,140655000,120575000,147660000,293725000,204735000,306270000,771475000,937210000,379465000,170610000
O76003,na,2281050000,540215000,339590000,2959650000,4535300000,1096350000,1051290000,3940000000,3166300000,4194550000,1264150000,1182450000,3810200000,2391050000,2413350000,2025250000,4494200000,4843000000,1068140000,2886750000,2897250000,2973350000,2315700000
Q13263,na,10130050000,4543700000,376955000,13547000000,13244000000,4002650000,4775650000,14396000000,12318000000,14532500000,11451000000,12744500000,17155000000,9679150000,9624500000,14817500000,15068000000,20835000000,3371050000,8109300000,8256150000,16535500000,9452900000
Q96AZ6,na,2428600000,755970000,412995000,2905100000,3242650000,395350000,558070000,3709200000,1527900000,4455400000,1433650000,789575000,3308250000,1039070000,739440000,1194455000,235845000,1297700000,23739500,135315000,104720000,986590000,637335000
Q99683,na,144059000,81353500,12120000,509840000,966980000,55567700,232825000,656795000,320635000,1425150000,348480000,56978500,471635000,393645000,416625000,67698500,297480000,397870000,148520000,607520000,484005000,66779000,218925000
Q9Y3E7,na,85935000,33380000,0,136090000,149955000,10703600,80616500,190565000,109783500,151260300,37436500,166880000,67762000,69213500,100589000,100622500,192545000,557145000,106935500,37979000,487355000,84922500,64986500
Q9Y5M8,na,938630000,568760000,575295000,1709700000,1973050000,427650000,706655000,2131250000,1778350000,2305850000,1058545000,1603900000,1884900000,1619350000,1497150000,1522050000,2258400000,5510350000,1066450000,1865850000,3212850000,1558050000,875090000
P21266,na,3750150,6983500,6174800,958485000,463485000,193720000,169495000,674835000,1138000000,414875000,1043335000,1593000000,552370000,164700000,136929500,1520150000,228760000,83428500,33187500,218590000,92914500,114313500,135111500
Q6P4R8,na,323665000,168335000,7469950,450370000,476635000,53039500,136660000,649605000,364455000,734045000,244500000,358080000,592665000,406455000,302415000,445965000,196550000,308360000,52200500,128065000,234585000,414335000,184585000
Q9H501,na,369100000,172640000,6797150,515415000,430745000,36113500,171115000,439360000,538815000,587615000,600140000,471075000,657690000,285335000,302690000,355590000,293270000,330875000,72175500,135475000,165960000,479685000,151600000
P63313,na,7642300000,4516600000,2530950000,13161500000,13601500000,4802050000,4033900000,12892500000,13055500000,8221700000,4584750000,9610600000,7644550000,8230550000,7810000000,11123450000,13255000000,14788500000,5290400000,11751000000,11421000000,8412000000,8544650000
P10176,na,203805000,38602000,0,4229300,13474500,428705,16979500,5816900,13293500,2819600,4921350,0,9490700,3019650,8699850,63080,17769500,55679500,7661900,15091500,14806800,3539600,8771050
Q15785,na,550300000,107670000,28061450,258635000,388200000,130890000,100826000,354745000,420080000,827195000,1025905000,174605000,373175000,166485000,442355000,214715000,1384950000,769895000,212755000,218120000,456050000,389590000,165935000
Q9H444,na,2735150000,1175190000,362935000,2566300000,2508600000,976640000,593425000,2274850000,2415450000,1931250000,888800000,1285200000,1644650000,2223400000,1762950000,1747150000,4487250000,5411900000,1737350000,3352800000,3865100000,2113700000,1442300000
Q9Y6X9,na,103807500,41092000,3608000,204010000,207405000,18140000,56263500,283015000,198785000,296330000,187700000,247445000,191830000,125760000,191615000,242370000,43589500,95605500,5856800,17822000,87695000,206975000,124105000
Q66PJ3,na,334355000,106975000,8959600,688140000,581040000,134060000,134740000,388385000,457665000,593895000,360555000,427985000,496265000,311605000,290095000,482180000,228985000,257935000,39336500,110275000,259230000,234810000,194020000
Q9Y421,na,217545000,94736500,2063350,98618500,84379500,66747000,90153000,106391500,101985500,289065000,59882000,205970000,32981500,20519750,98161000,108335000,81099500,171560000,355610000,664025000,214965000,123294500,129600000
Q9Y6K1,na,5854050,6157550,1609300,67443500,34041500,93699500,25093000,28416000,32727000,202870000,55125000,69172500,75195000,39791000,23314500,175035000,34880500,170940000,37588500,611460000,147745000,502715000,111964000
Q9H3S7,na,771460000,398750000,16718500,927840000,1022205000,247385000,304355000,987790000,729055000,637130000,645750000,969735000,1151030000,807880000,1050555000,1056710000,1094200000,2880200000,464815000,1560450000,1709700000,801200000,767015000
P49069,na,54328500,17514000,1353150,22868500,39326000,2533000,19005000,36011000,6479000,110370000,18594350,47462500,37707500,20684500,40074500,62994000,67694500,175235000,30407000,38784500,79039500,19031500,32909500
Q9H1Z4,na,41314500,20421500,0,57153500,99589000,32288000,8973400,132440000,64769500,109430000,51841000,58671500,116303000,81141000,88241500,50536000,73476000,133100000,70753500,158055000,174000000,131080000,178895000
P62136,na,11560500000,5256950000,450470000,25425500000,28733500000,6752200000,5918400000,25257500000,17805500000,22849500000,11281000000,13752500000,25764500000,17189000000,21141000000,14107000000,14145500000,22013500000,4709150000,16617000000,18383500000,16400500000,21176000000
Q5VW32,na,375985000,82980000,8669450,1320050000,1293750000,343435000,467755000,1207720000,787195000,789490000,739080000,596090000,1013455000,686830000,695170000,307630000,1323860000,2305250000,579825000,2101750000,2051550000,999125000,886990000
P06727,na,203065000,50440500,142215000,3964200000,8756750000,79945500000,4289750000,23935000000,25830000000,36310500000,58730000000,4312550000,29935500000,1740450000,2300900000,1862250000,29093500000,17783500000,2669700000,49925000000,28336500000,477195000,500665000
Q9Y2S2,na,688100000,185435000,15889500,1868500000,2490950000,447730000,564740000,2150450000,2342200000,1064640000,915050000,1471850000,1642650000,752020000,636665000,1263300000,420235000,387190000,370065000,2096200000,1648000000,585230000,532895000
P17655,na,2059500000,348390000,304945000,12898500000,17268000000,5543600000,4001650000,13503000000,10826950000,11907500000,4364900000,4970450000,14308500000,11639500000,13990000000,4450050000,13350500000,991645000,4179050000,12955500000,9824800000,2910800000,10593100000
P31937,na,1580700000,655860000,9855400,4597500000,4469100000,875680000,909660000,3391550000,3757650000,2509950000,2071250000,3383550000,6227800000,3117750000,2715000000,4158000000,767340000,1781000000,488215000,1151700000,2114700000,3004550000,1918100000
O14907,na,43131500,0,5379200,60341000,0,1966850,23595000,8158500,73710000,113835000,26605400,22406500,40112000,50572000,74465500,15721500,157265000,664860000,27703500,160790000,132120000,43237000,27867500
Q8N6G5,na,12407850,13660500,2177700,40341500,28145000,21706000,4231200,28103000,26015500,63508500,30248500,12343950,36037000,38572000,39084500,29040000,79667500,186940000,82305500,356690000,567060000,124455000,36719500
P67809,na,4263150000,2338850000,1254800000,5130000000,5268850000,1337950000,2320250000,5867800000,5322550000,5514900000,3252700000,3298500000,4232000000,4601300000,4047000000,3986650000,7437950000,7788300000,1575655000,5000400000,6696200000,4916300000,4331500000
Q8TAF3,na,365425000,235635000,6895050,461910000,443830000,85373000,155940000,565950000,297015000,507100000,178755000,227365000,669105000,289615000,225850000,320420000,498220000,533880000,272210000,481615000,504725000,549950000,315170000
Q96K19,na,73030500,39914000,45993000,47323000,70549500,21244500,22423500,90091000,105890500,167350000,57858000,62991000,52730500,42361500,98833500,26990500,152680000,333710000,23723500,172420000,125810500,122065000,77759000
Q9BVC6,na,1770500000,701300000,25676500,2874350000,3284950000,667670000,836205000,2269350000,1820850000,1574400000,1218250000,1760950000,3168850000,2500800000,2744650000,1676900000,2307000000,6197800000,608555000,1520200000,852455000,3550350000,3530550000
Q15048,na,25818000,0,428880,78643500,112640000,6777000,13282300,97260000,30647500,61612500,15635000,28109500,66214000,76770500,93053500,43131500,78146000,61264500,100812000,109991500,41878500,36608500,44721500
Q5QJE6,na,952805000,659770000,51264000,1013100000,1095850000,255990000,507145000,990350000,925525000,1081150000,1006020000,1277250000,1271850000,744050000,709315000,1024195000,576575000,443040000,75905500,329470000,445070000,972545000,425375000
Q9Y676,na,292845000,83152500,47528500,477755000,416480000,26563500,102015000,539740000,373300000,365985000,110987000,374745000,367530000,220635000,145055000,263420000,276920000,227155000,82836500,108340000,219725000,120891500,199775000
P78362,na,456000000,148950000,10176500,379060000,539295000,199820000,150455000,443755000,304620000,287595000,380510000,462970000,505825000,372865000,520055000,258785000,392205000,735660000,102772000,93139000,119990000,566105000,851065000
Q9H6E4,na,17604500,11453000,3153100,147535000,247515000,20605500,60534000,227015000,107378000,123226000,52392000,97721500,199155000,165035000,86641000,186635000,57656000,65245500,52965000,68375000,123875000,121630000,68633500
Q02818,na,1457700000,735140000,243905000,2056900000,2040900000,754560000,506670000,2402950000,2938200000,1840950000,990770000,897005000,876920000,1112300000,1394400000,320745000,2115000000,2709900000,909340000,4260250000,6058300000,1877800000,3140450000
P05114,na,6452950000,6707200000,226780000,4722300000,1582200000,2210650000,2288800000,1444750000,2701750000,5139850000,7858350000,9729750000,2081200000,2485450000,2397600000,5977900000,2355700000,3075950000,229590000,1604550000,633100000,3171600000,1389575000
P50502,na,3596800000,1996700000,339010000,6364600000,6651250000,1552800000,2344950000,7248700000,6579900000,4829950000,4380150000,6083700000,6274750000,3274500000,3230300000,7887900000,6964250000,9079550000,1360350000,3852550000,3553050000,5776550000,4731200000
P04921,na,19935000,22460500,0,10896500,33066500,3576250,11316850,13788000,30449500,26327000,47020000,85880500,71403500,37283500,18869500,92209000,7251500,0,0,0,0,40753000,0
Q9BV79,na,246305000,61096500,9728150,240550000,222660000,54622000,77683500,205610000,218547000,211595000,113815000,196310000,330610000,169690000,209145000,190500000,118205000,119450000,43696500,156785000,253335000,181210000,77314500
Q96RL7,na,165530000,175990000,8487000,350605000,380270000,27450500,177725000,451370000,283965000,418020000,142560000,415175000,566980000,350060000,455830000,484045000,112730000,758935000,151493000,815260000,835110000,581290000,344925000
Q38SD2,na,59494000,31434000,4857900,28558500,0,20929650,0,0,106030000,0,0,3644400,0,7537900,1874800,55003500,295210000,286915000,11008650,167334000,51461800,0,55497500
Q9P258,na,6026500000,3395600000,265320000,4254750000,4380150000,2597900000,1634300000,4058350000,3181400000,5824400000,4875850000,4527800000,5759700000,3648200000,5042350000,5121300000,14153500000,9545400000,2579950000,8999550000,7188450000,7991600000,6036200000
P00338,na,24945500000,8356100000,4313900000,75294500000,86093500000,14055500000,20213000000,89370500000,61338000000,66984500000,37054000000,49969500000,59771000000,34406000000,30746500000,35971000000,51741500000,63104000000,17078000000,58649000000,38953500000,37113500000,24319000000
Q86V21,na,2768450,5286100,0,16927000,16531000,4498150,31823000,11738850,0,0,20324500,21054000,28908000,33584500,77964000,21379000,77309500,778810000,71231500,95410500,13183600,311455000,80358000
O75582,na,685735000,215615000,7886150,1127065000,1311200000,431715000,398565000,1010250000,803200000,1468050000,1071255000,788080000,1070745000,578085000,607250000,592740000,530440000,654135000,133275000,440515000,399865000,1857350000,631310000
Q9BVI0,na,27132000,30520500,0,19327500,19570500,4715950,22081000,37644000,14572500,44142000,50173000,36787500,38384500,21732500,35686500,34857750,6457100,599650,1888735,4794000,5364550,53784000,18296000
Q4VX76,na,16781000,0,11224000,5472500,18536500,31730000,26195600,2547100,13440000,25070000,18699000,1442200,22457500,48383000,174330000,17614850,10884500,8138550,39743500,521030000,6694000,298250000,167548500
Q15459,na,7511900000,4027200000,491235000,11523500000,11264500000,3847100000,4167800000,12056000000,10078550000,17361500000,9916300000,10057950000,11739500000,7782700000,9921800000,8873100000,9571650000,12755000000,2533550000,9468100000,9882250000,11513500000,8056600000
Q96P48,na,1413300000,435635000,18725500,885065000,1239500000,660665000,421030000,742000000,611165000,1477350000,1191050000,727180000,1185700000,841080000,1893800000,706465000,2822050000,1972950000,2086450000,10182500000,12146500000,5560400000,3603700000
Q9NSC5,na,0,0,7997000,28013500,13293000,12153500,3442750,20931500,4463300,0,0,12346850,0,3052100,0,2055900,0,0,46024500,239415000,92289000,0,0
P49916,na,956885000,676375000,48107000,1721300000,1735500000,365965000,700935000,1806750000,1125000000,1404250000,1371850000,1582000000,2129700000,1443500000,1621450000,1479150000,1625300000,3543700000,395960000,977065000,1592050000,3002800000,1672100000
Q9P1Z2,na,45327500,14170000,0,15182700,30193500,0,3090900,7441850,23023500,24557500,6012900,7549500,27770000,12087800,16990500,1139200,160015000,51560500,25720500,39518000,0,22645000,12252850
